data,val,Percentage Daily Movement,Percentage Price Change
2022-07-11,108.8,-0.0020179783525958728,2.6206322795341097
2022-07-12,106.81,-0.018290441176470495,2.554409317803661
2022-07-13,104.36,-0.022937927160378235,2.4728785357737104
2022-07-14,102.61,-0.01676887696435414,2.4146422628951747
2022-07-15,104.33,0.016762498781795143,2.471880199667221
2022-07-18,108.7,0.04188632224671718,2.6173044925124795
2022-07-19,110.22,0.013983440662373559,2.6678868552412647
2022-07-20,109.87,-0.003175467247323538,2.6562396006655575
2022-07-21,107.44,-0.022117047419677904,2.5753743760399335
2022-07-22,107.6,0.0014892032762472418,2.5806988352745424
2022-07-25,106.22,-0.012825278810408847,2.5347753743760397
2022-07-26,109.3,0.02899642251929957,2.6372712146422628
2022-07-27,108.05,-0.011436413540713675,2.59567387687188
2022-07-28,110.79,0.025358630263766946,2.6868552412645594
2022-07-29,110.84,0.00045130426933837064,2.6885191347753747
2022-08-01,106.8,-0.03644893540238192,2.5540765391014975
2022-08-02,104.86,-0.018164794007490603,2.4895174708818635
2022-08-03,104.18,-0.006484836925424342,2.4668885191347756
2022-08-04,101.19,-0.02870032635822628,2.3673876871880197
2022-08-05,100.01,-0.011661231346970946,2.3281198003327788
2022-08-08,100.78,0.007699230076992247,2.3537437603993343
2022-08-09,100.92,0.0013891645167691813,2.3584026622296173
2022-08-10,101.29,0.0036662703131193908,2.370715474209651
2022-08-11,103.2,0.018856747951426556,2.4342762063227954
2022-08-12,103.83,0.006104651162790686,2.455241264559068
2022-08-15,100.04,-0.03650197438119995,2.329118136439268
2022-08-16,97.44,-0.025989604158336732,2.2425956738768718
2022-08-17,95.73,-0.017549261083743772,2.1856905158069884
2022-08-18,98.22,0.02601065496709487,2.2685524126455907
2022-08-19,99.66,0.014660965180207652,2.3164725457570716
2022-08-22,98.72,-0.00943206903471805,2.2851913477537438
2022-08-23,101.93,0.03251620745542949,2.392013311148087
2022-08-24,104.05,0.02079858726577055,2.4625623960066556
2022-08-25,104.63,0.005574243152330682,2.481863560732113
2022-08-26,103.89,-0.007072541336136773,2.4572379367720467
2022-08-29,104.85,0.009240542881894243,2.4891846921797005
2022-08-30,106.41,0.014878397711015845,2.541098169717138
2022-08-31,101.04,-0.050465181843811546,2.3623960066555743
2022-09-01,98.19,-0.028206650831353985,2.2675540765391013
2022-09-02,99.13,0.009573276301048983,2.298835274542429
2022-09-05,99.76,0.006355291031978405,2.3198003327787022
2022-09-06,98.95,-0.008119486768243811,2.2928452579034944
2022-09-07,95.88,-0.031025770591207702,2.1906821963394343
2022-09-08,92.59,-0.034313725490195957,2.081198003327787
2022-09-09,95.2,0.028188789286099913,2.1680532445923464
2022-09-12,97.42,0.023319327731092354,2.241930116472546
2022-09-13,98.38,0.009854239375898022,2.2738768718801996
2022-09-14,97.57,-0.008233380768448928,2.2469217970049913
2022-09-15,97.3,-0.0027672440299272294,2.237936772046589
2022-09-16,95.7,-0.016443987667009163,2.1846921797004994
2022-09-19,95.2,-0.005224660397074143,2.1680532445923464
2022-09-20,96.55,0.014180672268907513,2.212978369384359
2022-09-21,96.31,-0.0024857586742620397,2.204991680532446
2022-09-22,95.51,-0.008306510227390707,2.178369384359401
2022-09-23,92.67,-0.02973510627159459,2.0838602329450917
2022-09-26,89.5,-0.03420740261141686,1.978369384359401
